player,team,agents,rounds_played,rating,acs,adr,kpr,apr,fkpr,fdpr,kills,deaths,assists,first_kills,first_deaths,hs_pct,clutch_success_pct,clutches_won_played,max_kills_map,tournament,stage,match_type,map,game_id,match_id,kdr,kad,fk_fd_diff,hs_rate,clutch_rate
MaRisa,TRAITORS,"breach, fade, kayo, killjoy, phoenix, reyna",128,0.69,154.0,109.0,0.54,0.24,0.06,0.16,69,101,31,8,20,20.0,21.0,3/14,16,Champions Tour Hong Kong & Taiwan Stage 2: Challengers,All Stages,All Match Types,,,,0.6831683168316832,0.99009900990099,-12,0.2,0.2142857142857142
Martyz,TRAITORS,"jett, sage",43,0.27,91.0,63.0,0.28,0.12,0.07,0.21,12,40,5,3,9,24.0,0.0,0/2,7,Champions Tour Hong Kong & Taiwan Stage 2: Challengers,All Stages,All Match Types,,,,0.3,0.425,-6,0.24,0.0
Minipudding,Only One Word,viper,44,0.28,44.0,33.0,0.09,0.23,0.02,0.14,4,38,10,1,6,13.0,0.0,0/5,3,Champions Tour Hong Kong & Taiwan Stage 2: Challengers,All Stages,All Match Types,,,,0.1052631578947368,0.3684210526315789,-5,0.13,0.0
Ousan,TRAITORS,"astra, brimstone, omen, viper",258,0.92,180.0,119.0,0.69,0.28,0.06,0.09,178,190,71,15,23,23.0,12.0,4/34,26,Champions Tour Hong Kong & Taiwan Stage 2: Challengers,All Stages,All Match Types,,,,0.936842105263158,1.3105263157894738,-8,0.23,0.1176470588235294
PowerMan,PasswordTodayDate,omen,31,0.83,180.0,108.0,0.77,0.42,0.0,0.03,24,25,13,0,1,18.0,11.0,1/9,18,Champions Tour Hong Kong & Taiwan Stage 2: Challengers,All Stages,All Match Types,,,,0.96,1.48,-1,0.18,0.1111111111111111
STYHK,Only One Word,"fade, raze, reyna, sage, skye, sova, viper",198,0.98,211.0,144.0,0.74,0.31,0.08,0.1,146,147,61,15,20,25.0,8.0,1/13,31,Champions Tour Hong Kong & Taiwan Stage 2: Challengers,All Stages,All Match Types,,,,0.9931972789115646,1.4081632653061225,-5,0.25,0.0769230769230769
TanmayJoshi,IVAN,"breach, brimstone, jett, skye, sova",527,0.95,174.0,116.0,0.59,0.35,0.07,0.05,311,364,184,37,28,24.0,14.0,9/66,26,Champions Tour Hong Kong & Taiwan Stage 2: Challengers,All Stages,All Match Types,,,,0.8543956043956044,1.35989010989011,9,0.24,0.1363636363636363
Tuboshu,K7 Esports,"chamber, killjoy, skye",210,0.86,165.0,110.0,0.68,0.21,0.02,0.07,142,142,45,4,15,18.0,18.0,9/51,20,Champions Tour Hong Kong & Taiwan Stage 2: Challengers,All Stages,All Match Types,,,,1.0,1.3169014084507042,-11,0.18,0.1764705882352941
XiaoChao,Giant Submarine,"astra, brimstone, viper",120,0.62,128.0,89.0,0.41,0.26,0.03,0.1,49,97,31,4,12,22.0,11.0,1/9,13,Champions Tour Hong Kong & Taiwan Stage 2: Challengers,All Stages,All Match Types,,,,0.5051546391752577,0.8247422680412371,-8,0.22,0.1111111111111111
balua,Ghetto Artist,"chamber, fade, kayo, sage, skye",601,1.15,240.0,153.0,0.86,0.29,0.13,0.07,515,424,173,81,45,20.0,19.0,12/62,25,Champions Tour Hong Kong & Taiwan Stage 2: Challengers,All Stages,All Match Types,,,,1.214622641509434,1.6226415094339623,36,0.2,0.1935483870967742
bn,Hungkuang Falcon,chamber,45,1.04,226.0,156.0,0.82,0.09,0.22,0.18,37,33,4,10,8,32.0,17.0,1/6,19,Champions Tour Hong Kong & Taiwan Stage 2: Challengers,All Stages,All Match Types,,,,1.121212121212121,1.2424242424242424,2,0.32,0.1666666666666666
cxy0714,Ghetto Artist,skye,48,1.42,292.0,198.0,1.04,0.35,0.15,0.08,50,34,17,7,4,40.0,22.0,2/9,32,Champions Tour Hong Kong & Taiwan Stage 2: Challengers,All Stages,All Match Types,,,,1.4705882352941178,1.9705882352941175,3,0.4,0.2222222222222222
dkka,Giant Submarine,"brimstone, fade, sova, viper",205,0.72,147.0,94.0,0.51,0.24,0.05,0.02,105,160,49,10,5,21.0,8.0,3/38,16,Champions Tour Hong Kong & Taiwan Stage 2: Challengers,All Stages,All Match Types,,,,0.65625,0.9625,5,0.21,0.0789473684210526
hypathor,Oblivion Force,"breach, kayo, sova",469,1.09,207.0,140.0,0.69,0.41,0.07,0.06,323,300,190,33,26,21.0,23.0,13/56,27,Champions Tour Hong Kong & Taiwan Stage 2: Challengers,All Stages,All Match Types,,,,1.0766666666666669,1.71,7,0.21,0.2321428571428571
rkgk,Ghetto Artist,sage,17,1.06,179.0,122.0,0.71,0.29,0.06,0.06,12,12,5,1,1,19.0,0.0,0/5,12,Champions Tour Hong Kong & Taiwan Stage 2: Challengers,All Stages,All Match Types,,,,1.0,1.4166666666666667,0,0.19,0.0
skinnybear,Hungkuang Falcon,sova,45,0.81,139.0,98.0,0.44,0.11,0.04,0.0,20,29,5,2,0,24.0,0.0,0/9,12,Champions Tour Hong Kong & Taiwan Stage 2: Challengers,All Stages,All Match Types,,,,0.6896551724137931,0.8620689655172413,2,0.24,0.0
yCw,IVAN,"chamber, jett, neon, raze",527,1.05,226.0,146.0,0.77,0.23,0.17,0.16,405,382,119,92,84,20.0,15.0,5/34,26,Champions Tour Hong Kong & Taiwan Stage 2: Challengers,All Stages,All Match Types,,,,1.0602094240837696,1.3717277486910997,8,0.2,0.1470588235294117
Flypig,Last Evolution,sova,16,,137.0,65.0,0.44,0.19,0.0,0.06,7,15,3,0,1,23.0,0.0,0/5,7,Champions Tour Hong Kong & Taiwan Stage 2: Challengers 1,All Stages,All Match Types,,,,0.4666666666666667,0.6666666666666666,-1,0.23,0.0
Merciless,Wolfpack,breach,20,,141.0,93.0,0.5,0.4,0.05,0.1,10,15,8,1,2,18.0,33.0,1/3,10,Champions Tour Hong Kong & Taiwan Stage 2: Challengers 1,All Stages,All Match Types,,,,0.6666666666666666,1.2,-1,0.18,0.3333333333333333
MoJito,Last Evolution,breach,16,,128.0,81.0,0.31,0.5,0.06,0.13,5,16,8,1,2,15.0,0.0,0/1,5,Champions Tour Hong Kong & Taiwan Stage 2: Challengers 1,All Stages,All Match Types,,,,0.3125,0.8125,-1,0.15,0.0
R1an,Last Evolution,jett,16,,212.0,138.0,0.69,0.25,0.19,0.13,11,14,4,3,2,22.0,0.0,0/4,11,Champions Tour Hong Kong & Taiwan Stage 2: Challengers 1,All Stages,All Match Types,,,,0.7857142857142857,1.0714285714285714,1,0.22,0.0
XiAoGu,Amateur Team,raze,22,,199.0,115.0,0.68,0.18,0.09,0.18,15,18,4,2,4,9.0,0.0,0/2,15,Champions Tour Hong Kong & Taiwan Stage 2: Challengers 1,All Stages,All Match Types,,,,0.8333333333333334,1.0555555555555556,-2,0.09,0.0
n0aH,Last Evolution,astra,16,,199.0,126.0,0.69,0.06,0.13,0.06,11,15,1,2,1,42.0,0.0,0/2,11,Champions Tour Hong Kong & Taiwan Stage 2: Challengers 1,All Stages,All Match Types,,,,0.7333333333333333,0.8,1,0.42,0.0
Bea2,aqua,sova,26,0.98,189.0,112.0,0.69,0.31,0.0,0.0,18,17,8,0,0,15.0,14.0,1/7,18,Champions Tour Hong Kong & Taiwan Stage 2: Challengers 2,All Stages,All Match Types,,,,1.0588235294117647,1.5294117647058822,0,0.15,0.1428571428571428
C0rrUpTL1fe,TUMT,breach,21,1.21,266.0,167.0,1.0,0.1,0.05,0.05,21,13,2,1,1,16.0,0.0,0/5,21,Champions Tour Hong Kong & Taiwan Stage 2: Challengers 2,All Stages,All Match Types,,,,1.6153846153846154,1.7692307692307692,0,0.16,0.0
Cian,aqua,killjoy,26,1.06,270.0,169.0,1.04,0.08,0.12,0.12,27,18,2,3,3,20.0,17.0,1/6,27,Champions Tour Hong Kong & Taiwan Stage 2: Challengers 2,All Stages,All Match Types,,,,1.5,1.6111111111111112,0,0.2,0.1666666666666666
DeathF1sh,LCVS esports club,omen,19,0.44,97.0,71.0,0.32,0.21,0.0,0.0,6,17,4,0,0,32.0,0.0,0/2,6,Champions Tour Hong Kong & Taiwan Stage 2: Challengers 2,All Stages,All Match Types,,,,0.3529411764705882,0.5882352941176471,0,0.32,0.0
Degreat,KJC eSports,reyna,32,0.74,162.0,99.0,0.47,0.34,0.16,0.13,15,26,11,5,4,9.0,,,15,Champions Tour Hong Kong & Taiwan Stage 2: Challengers 2,All Stages,All Match Types,,,,0.5769230769230769,1.0,1,0.09,
EstheR,TIAN DOGS GAMING,sova,39,0.91,120.0,68.0,0.46,0.31,0.08,0.0,18,21,12,3,0,13.0,33.0,3/9,12,Champions Tour Hong Kong & Taiwan Stage 2: Challengers 2,All Stages,All Match Types,,,,0.8571428571428571,1.4285714285714286,3,0.13,0.3333333333333333
Guan,TIAN DOGS GAMING,reyna,19,1.12,273.0,162.0,0.89,0.42,0.11,0.21,17,15,8,2,4,12.0,,,17,Champions Tour Hong Kong & Taiwan Stage 2: Challengers 2,All Stages,All Match Types,,,,1.1333333333333333,1.6666666666666667,-2,0.12,
Hairy,Victory Formula,"omen, raze",53,0.91,244.0,141.0,0.85,0.25,0.15,0.23,45,47,13,8,12,21.0,14.0,1/7,28,Champions Tour Hong Kong & Taiwan Stage 2: Challengers 2,All Stages,All Match Types,,,,0.9574468085106383,1.2340425531914894,-4,0.21,0.1428571428571428
Hudson,LCVS esports club,phoenix,19,0.34,134.0,86.0,0.42,0.0,0.05,0.21,8,18,0,1,4,26.0,0.0,0/2,8,Champions Tour Hong Kong & Taiwan Stage 2: Challengers 2,All Stages,All Match Types,,,,0.4444444444444444,0.4444444444444444,-3,0.26,0.0
JaXson,TUMT,jett,21,0.87,231.0,135.0,0.71,0.14,0.33,0.29,15,19,3,7,6,14.0,33.0,1/3,15,Champions Tour Hong Kong & Taiwan Stage 2: Challengers 2,All Stages,All Match Types,,,,0.7894736842105263,0.9473684210526316,1,0.14,0.3333333333333333
KAI,LCVS esports club,reyna,19,0.92,243.0,133.0,0.84,0.05,0.11,0.26,16,16,1,2,5,47.0,33.0,2/6,16,Champions Tour Hong Kong & Taiwan Stage 2: Challengers 2,All Stages,All Match Types,,,,1.0,1.0625,-3,0.47,0.3333333333333333
Karina,TUMT,sage,21,0.32,30.0,17.0,0.1,0.1,0.0,0.05,2,16,2,0,1,,0.0,0/1,2,Champions Tour Hong Kong & Taiwan Stage 2: Challengers 2,All Stages,All Match Types,,,,0.125,0.25,-1,,0.0
Killthedog,TIAN DOGS GAMING,killjoy,39,0.9,162.0,103.0,0.54,0.13,0.1,0.0,21,26,5,4,0,22.0,0.0,0/2,12,Champions Tour Hong Kong & Taiwan Stage 2: Challengers 2,All Stages,All Match Types,,,,0.8076923076923077,1.0,4,0.22,0.0
MemorAllure,TUMT,raze,21,1.15,262.0,169.0,0.9,0.14,0.19,0.0,19,16,3,4,0,17.0,0.0,0/1,19,Champions Tour Hong Kong & Taiwan Stage 2: Challengers 2,All Stages,All Match Types,,,,1.1875,1.375,4,0.17,0.0
MonMeNg,LCVS esports club,sova,19,0.4,119.0,87.0,0.37,0.16,0.11,0.11,7,17,3,2,2,18.0,0.0,0/3,7,Champions Tour Hong Kong & Taiwan Stage 2: Challengers 2,All Stages,All Match Types,,,,0.4117647058823529,0.5882352941176471,0,0.18,0.0
MumiDerGo,TIAN DOGS GAMING,"jett, raze",39,1.24,299.0,181.0,1.0,0.23,0.31,0.13,39,30,9,12,5,44.0,0.0,0/6,25,Champions Tour Hong Kong & Taiwan Stage 2: Challengers 2,All Stages,All Match Types,,,,1.3,1.6,7,0.44,0.0
Twitchzlytw,Amateur Team,killjoy,36,1.04,218.0,148.0,0.75,0.14,0.06,0.08,27,23,5,2,3,19.0,11.0,1/9,27,Champions Tour Hong Kong & Taiwan Stage 2: Challengers 2,All Stages,All Match Types,,,,1.173913043478261,1.391304347826087,-1,0.19,0.1111111111111111
W4DJJ,TIAN DOGS GAMING,omen,39,1.24,233.0,163.0,0.85,0.28,0.08,0.03,33,26,11,3,1,24.0,33.0,1/3,18,Champions Tour Hong Kong & Taiwan Stage 2: Challengers 2,All Stages,All Match Types,,,,1.2692307692307692,1.6923076923076923,2,0.24,0.3333333333333333
Zelo,Amateur Team,reyna,36,0.97,220.0,148.0,0.67,0.36,0.06,0.14,24,26,13,2,5,18.0,0.0,0/3,24,Champions Tour Hong Kong & Taiwan Stage 2: Challengers 2,All Stages,All Match Types,,,,0.9230769230769232,1.4230769230769231,-3,0.18,0.0
Zihao,TIAN DOGS GAMING,jett,20,0.7,192.0,121.0,0.6,0.1,0.15,0.1,12,17,2,3,2,30.0,0.0,0/1,12,Champions Tour Hong Kong & Taiwan Stage 2: Challengers 2,All Stages,All Match Types,,,,0.7058823529411765,0.8235294117647058,1,0.3,0.0
ra1nYu,Shi Shui Wen,jett,18,0.5,163.0,93.0,0.56,0.06,0.06,0.11,10,17,1,1,2,25.0,25.0,1/4,10,Champions Tour Hong Kong & Taiwan Stage 2: Challengers 2,All Stages,All Match Types,,,,0.5882352941176471,0.6470588235294118,-1,0.25,0.25
rkSgnaP,TTSH,sova,32,0.84,159.0,107.0,0.63,0.22,0.06,0.0,20,23,7,2,0,14.0,0.0,0/6,20,Champions Tour Hong Kong & Taiwan Stage 2: Challengers 2,All Stages,All Match Types,,,,0.8695652173913043,1.173913043478261,2,0.14,0.0
the Taiwan dude,Amateur Team,sova,36,1.21,253.0,157.0,0.83,0.44,0.03,0.06,30,21,16,1,2,8.0,25.0,1/4,30,Champions Tour Hong Kong & Taiwan Stage 2: Challengers 2,All Stages,All Match Types,,,,1.4285714285714286,2.1904761904761907,-1,0.08,0.25
怯戰蜥蜴,TUMT,omen,21,0.7,184.0,114.0,0.62,0.14,0.05,0.0,13,17,3,1,0,22.0,20.0,1/5,13,Champions Tour Hong Kong & Taiwan Stage 2: Challengers 2,All Stages,All Match Types,,,,0.7647058823529411,0.9411764705882352,1,0.22,0.2
C8Jason,Victory Formula,sova,35,0.64,121.0,88.0,0.4,0.37,0.03,0.09,14,29,13,1,3,23.0,13.0,1/8,7,Champions Tour Hong Kong & Taiwan Stage 2: Challengers 3,All Stages,All Match Types,,,,0.4827586206896552,0.9310344827586208,-2,0.23,0.125
ShinRaForce,Victory Formula,cypher,35,0.5,144.0,82.0,0.46,0.17,0.14,0.17,16,32,6,5,6,14.0,0.0,0/6,8,Champions Tour Hong Kong & Taiwan Stage 2: Challengers 3,All Stages,All Match Types,,,,0.5,0.6875,-1,0.14,0.0
hex1s,LP33,"omen, viper",32,0.37,91.0,56.0,0.28,0.03,0.03,0.25,9,27,1,1,8,32.0,0.0,0/4,5,Champions Tour Hong Kong & Taiwan Stage 2: Challengers 3,All Stages,All Match Types,,,,0.3333333333333333,0.3703703703703703,-7,0.32,0.0
tackle,All Born to Clutch,"killjoy, raze",43,0.66,172.0,108.0,0.56,0.28,0.09,0.09,24,32,12,4,4,26.0,0.0,0/3,18,Champions Tour Hong Kong & Taiwan Stage 2: Challengers 3,All Stages,All Match Types,,,,0.75,1.125,0,0.26,0.0
180cm70kg18cm,No Name,killjoy,23,0.74,160.0,95.0,0.57,0.0,0.04,0.0,13,15,0,1,0,41.0,0.0,0/2,13,Champions Tour Hong Kong & Taiwan Stage 3: Challengers 1,All Stages,All Match Types,,,,0.8666666666666667,0.8666666666666667,1,0.41,0.0
Abao,Victory Formula,killjoy,16,0.15,65.0,51.0,0.13,0.0,0.06,0.13,2,16,0,1,2,14.0,0.0,0/4,2,Champions Tour Hong Kong & Taiwan Stage 3: Challengers 1,All Stages,All Match Types,,,,0.125,0.125,-1,0.14,0.0
Anjie,TGPA,"cypher, omen, raze",54,0.68,154.0,95.0,0.56,0.17,0.13,0.11,30,47,9,7,6,13.0,29.0,2/7,13,Champions Tour Hong Kong & Taiwan Stage 3: Challengers 1,All Stages,All Match Types,,,,0.6382978723404256,0.8297872340425532,1,0.13,0.2857142857142857
AsBonBon,Team GMM,raze,64,0.81,195.0,127.0,0.67,0.13,0.17,0.13,43,53,8,11,8,23.0,0.0,0/2,24,Champions Tour Hong Kong & Taiwan Stage 3: Challengers 1,All Stages,All Match Types,,,,0.8113207547169812,0.9622641509433962,3,0.23,0.0
Chrisjrdb,TYPHOONS,"omen, viper",117,1.09,231.0,143.0,0.8,0.28,0.09,0.11,94,78,33,11,13,21.0,12.0,2/17,20,Champions Tour Hong Kong & Taiwan Stage 3: Challengers 1,All Stages,All Match Types,,,,1.205128205128205,1.6282051282051282,-2,0.21,0.1176470588235294
GGHuiii,No Name,jett,23,0.95,270.0,165.0,0.91,0.09,0.26,0.26,21,18,2,6,6,19.0,0.0,0/1,21,Champions Tour Hong Kong & Taiwan Stage 3: Challengers 1,All Stages,All Match Types,,,,1.1666666666666667,1.2777777777777777,0,0.19,0.0
LacoS,Team GMM,sova,64,0.99,195.0,125.0,0.69,0.44,0.02,0.05,44,44,28,1,3,24.0,0.0,0/13,19,Champions Tour Hong Kong & Taiwan Stage 3: Challengers 1,All Stages,All Match Types,,,,1.0,1.6363636363636365,-2,0.24,0.0
LoLo,Horse Victory,jett,30,0.6,173.0,101.0,0.57,0.03,0.1,0.23,17,26,1,3,7,21.0,0.0,0/3,9,Champions Tour Hong Kong & Taiwan Stage 3: Challengers 1,All Stages,All Match Types,,,,0.6538461538461539,0.6923076923076923,-4,0.21,0.0
Sa1koro,ZZZ,viper,13,0.25,124.0,77.0,0.38,0.08,0.08,0.31,5,14,1,1,4,16.0,0.0,0/1,5,Champions Tour Hong Kong & Taiwan Stage 3: Challengers 1,All Stages,All Match Types,,,,0.3571428571428571,0.4285714285714285,-3,0.16,0.0
Tomorrow,TGPA,"jett, viper",32,0.78,216.0,124.0,0.63,0.13,0.13,0.09,20,29,4,4,3,21.0,0.0,0/4,13,Champions Tour Hong Kong & Taiwan Stage 3: Challengers 1,All Stages,All Match Types,,,,0.6896551724137931,0.8275862068965517,1,0.21,0.0
X1aoMa0,TGPA,"breach, phoenix, sage",54,0.66,176.0,121.0,0.59,0.17,0.09,0.19,32,46,9,5,10,21.0,0.0,0/5,21,Champions Tour Hong Kong & Taiwan Stage 3: Challengers 1,All Stages,All Match Types,,,,0.6956521739130435,0.8913043478260869,-5,0.21,0.0
XiaoYinZ,TGPA,"cypher, raze, sage",54,0.75,161.0,100.0,0.59,0.11,0.09,0.07,32,44,6,5,4,19.0,11.0,1/9,14,Champions Tour Hong Kong & Taiwan Stage 3: Challengers 1,All Stages,All Match Types,,,,0.7272727272727273,0.8636363636363636,1,0.19,0.1111111111111111
YamOuO,ZZZ,sage,13,0.29,75.0,48.0,0.23,0.0,0.0,0.08,3,13,0,0,1,15.0,0.0,0/3,3,Champions Tour Hong Kong & Taiwan Stage 3: Challengers 1,All Stages,All Match Types,,,,0.2307692307692307,0.2307692307692307,-1,0.15,0.0
blooddd,XTREME,sova,22,0.59,147.0,95.0,0.41,0.45,0.0,0.14,9,18,10,0,3,32.0,0.0,0/1,9,Champions Tour Hong Kong & Taiwan Stage 3: Challengers 1,All Stages,All Match Types,,,,0.5,1.0555555555555556,-3,0.32,0.0
fortherave,TYPHOONS,"jett, sage, skye",117,0.88,195.0,116.0,0.67,0.15,0.09,0.14,78,86,17,11,16,18.0,8.0,1/12,17,Champions Tour Hong Kong & Taiwan Stage 3: Challengers 1,All Stages,All Match Types,,,,0.9069767441860463,1.1046511627906976,-5,0.18,0.0833333333333333
jeff12328,ZZZ,jett,13,0.3,120.0,73.0,0.38,0.08,0.0,0.23,5,13,1,0,3,12.0,0.0,0/6,5,Champions Tour Hong Kong & Taiwan Stage 3: Challengers 1,All Stages,All Match Types,,,,0.3846153846153846,0.4615384615384615,-3,0.12,0.0
loasamZzZ,TGPA,sova,54,0.67,141.0,103.0,0.46,0.22,0.0,0.06,25,43,12,0,3,13.0,8.0,1/12,15,Champions Tour Hong Kong & Taiwan Stage 3: Challengers 1,All Stages,All Match Types,,,,0.5813953488372093,0.8604651162790697,-3,0.13,0.0833333333333333
longbao,XTREME,killjoy,22,0.94,232.0,153.0,0.77,0.18,0.05,0.14,17,15,4,1,3,17.0,0.0,0/5,17,Champions Tour Hong Kong & Taiwan Stage 3: Challengers 1,All Stages,All Match Types,,,,1.1333333333333333,1.4,-2,0.17,0.0
ronin,TYPHOONS,"cypher, killjoy, sage",101,0.87,168.0,113.0,0.58,0.24,0.0,0.07,59,68,24,0,7,15.0,13.0,2/16,16,Champions Tour Hong Kong & Taiwan Stage 3: Challengers 1,All Stages,All Match Types,,,,0.8676470588235294,1.2205882352941178,-7,0.15,0.125
summer,ZZZ,sova,13,0.11,20.0,20.0,0.0,0.15,0.0,0.08,0,13,2,0,1,,0.0,0/2,0,Champions Tour Hong Kong & Taiwan Stage 3: Challengers 1,All Stages,All Match Types,,,,0.0,0.1538461538461538,-1,,0.0
we1yan,Victory Formula,jett,16,0.82,273.0,156.0,0.88,0.25,0.31,0.19,14,18,4,5,3,28.0,0.0,0/3,14,Champions Tour Hong Kong & Taiwan Stage 3: Challengers 1,All Stages,All Match Types,,,,0.7777777777777778,1.0,2,0.28,0.0
zhen,ZZZ,skye,13,0.22,74.0,40.0,0.15,0.08,0.15,0.08,2,13,1,2,1,56.0,0.0,0/1,2,Champions Tour Hong Kong & Taiwan Stage 3: Challengers 1,All Stages,All Match Types,,,,0.1538461538461538,0.2307692307692307,1,0.56,0.0
Arn0ob,YMG,"killjoy, sage",28,0.56,206.0,119.0,0.57,0.25,0.07,0.07,16,28,7,2,2,24.0,0.0,0/7,12,Champions Tour Hong Kong & Taiwan Stage 3: Challengers 2,All Stages,All Match Types,,,,0.5714285714285714,0.8214285714285714,0,0.24,0.0
Joyc1,CRX Team,omen,20,0.99,214.0,160.0,0.75,0.4,0.05,0.0,15,15,8,1,0,41.0,0.0,0/7,15,Champions Tour Hong Kong & Taiwan Stage 3: Challengers 2,All Stages,All Match Types,,,,1.0,1.5333333333333334,1,0.41,0.0
Ra1N,TRAITORS,jett,20,1.05,309.0,174.0,1.1,0.2,0.25,0.25,22,18,4,5,5,27.0,100.0,1/1,22,Champions Tour Hong Kong & Taiwan Stage 3: Challengers 2,All Stages,All Match Types,,,,1.2222222222222223,1.4444444444444444,0,0.27,1.0
YungEn,Water,"sage, sova",37,0.51,96.0,59.0,0.32,0.19,0.03,0.03,12,31,7,1,1,18.0,0.0,0/3,7,Champions Tour Hong Kong & Taiwan Stage 3: Challengers 2,All Stages,All Match Types,,,,0.3870967741935484,0.6129032258064516,0,0.18,0.0
winjai,Clutch Jeans,"phoenix, reyna",132,0.77,177.0,119.0,0.62,0.21,0.08,0.11,82,100,28,11,15,23.0,0.0,0/16,23,Champions Tour Hong Kong & Taiwan Stage 3: Challengers 2,All Stages,All Match Types,,,,0.82,1.1,-4,0.23,0.0
0n1y,Griffin E-Sports,"astra, viper",100,1.05,194.0,126.0,0.65,0.37,0.08,0.1,65,67,37,8,10,20.0,11.0,1/9,17,Champions Tour Hong Kong & Taiwan Stage 3: Challengers 3,All Stages,All Match Types,,,,0.9701492537313432,1.5223880597014925,-2,0.2,0.1111111111111111
233,CRX Team,reyna,23,0.78,170.0,115.0,0.48,0.22,0.09,0.09,11,19,5,2,2,26.0,,,11,Champions Tour Hong Kong & Taiwan Stage 3: Challengers 3,All Stages,All Match Types,,,,0.5789473684210527,0.8421052631578947,0,0.26,
4kxxx,Water,"breach, sova",67,0.78,159.0,107.0,0.46,0.48,0.01,0.09,31,50,32,1,6,15.0,38.0,3/8,13,Champions Tour Hong Kong & Taiwan Stage 3: Challengers 3,All Stages,All Match Types,,,,0.62,1.26,-5,0.15,0.375
8BQ,Phoenix,sova,65,0.64,116.0,80.0,0.37,0.18,0.0,0.06,24,45,12,0,4,18.0,14.0,2/14,12,Champions Tour Hong Kong & Taiwan Stage 3: Challengers 3,All Stages,All Match Types,,,,0.5333333333333333,0.8,-4,0.18,0.1428571428571428
BabyIris,Built Different,omen,17,0.54,141.0,93.0,0.41,0.35,0.06,0.18,7,15,6,1,3,15.0,0.0,0/2,7,Champions Tour Hong Kong & Taiwan Stage 3: Challengers 3,All Stages,All Match Types,,,,0.4666666666666667,0.8666666666666667,-2,0.15,0.0
CcC,TRAITORS,viper,26,0.62,102.0,83.0,0.38,0.12,0.0,0.12,10,18,3,0,3,17.0,0.0,0/3,10,Champions Tour Hong Kong & Taiwan Stage 3: Challengers 3,All Stages,All Match Types,,,,0.5555555555555556,0.7222222222222222,-3,0.17,0.0
Crazybiao,Phoenix,jett,65,0.83,221.0,144.0,0.75,0.23,0.18,0.08,49,53,15,12,5,16.0,0.0,0/5,28,Champions Tour Hong Kong & Taiwan Stage 3: Challengers 3,All Stages,All Match Types,,,,0.9245283018867924,1.2075471698113207,7,0.16,0.0
FLoydQ,Anti Eco Eco Club,"skye, sova",105,0.88,158.0,108.0,0.55,0.21,0.05,0.06,58,69,22,5,6,24.0,22.0,2/9,16,Champions Tour Hong Kong & Taiwan Stage 3: Challengers 3,All Stages,All Match Types,,,,0.8405797101449275,1.1594202898550725,-1,0.24,0.2222222222222222
Fong,Anti Eco Eco Club,"sage, sova",105,0.96,169.0,117.0,0.55,0.27,0.08,0.07,58,68,28,8,7,25.0,0.0,0/9,17,Champions Tour Hong Kong & Taiwan Stage 3: Challengers 3,All Stages,All Match Types,,,,0.8529411764705882,1.2647058823529411,1,0.25,0.0
Gengh1sKhan,Built Different,phoenix,17,0.76,171.0,101.0,0.59,0.18,0.18,0.06,10,15,3,3,1,24.0,0.0,0/3,10,Champions Tour Hong Kong & Taiwan Stage 3: Challengers 3,All Stages,All Match Types,,,,0.6666666666666666,0.8666666666666667,2,0.24,0.0
Hchang,Phoenix,"cypher, viper",65,1.04,240.0,152.0,0.82,0.12,0.09,0.11,53,47,8,6,7,39.0,0.0,0/12,19,Champions Tour Hong Kong & Taiwan Stage 3: Challengers 3,All Stages,All Match Types,,,,1.127659574468085,1.297872340425532,-1,0.39,0.0
Jennieeee,Clutch Jeans,sova,23,0.86,148.0,88.0,0.52,0.22,0.04,0.0,12,17,5,1,0,15.0,0.0,0/10,12,Champions Tour Hong Kong & Taiwan Stage 3: Challengers 3,All Stages,All Match Types,,,,0.7058823529411765,1.0,1,0.15,0.0
Krzysiek,Lightning,"sage, sova",224,0.99,162.0,105.0,0.58,0.29,0.06,0.08,131,130,64,14,17,27.0,19.0,8/43,18,Champions Tour Hong Kong & Taiwan Stage 3: Challengers 3,All Stages,All Match Types,,,,1.0076923076923077,1.5,-3,0.27,0.1860465116279069
Lu1SaN,Horse Victory,omen,28,0.95,190.0,131.0,0.57,0.25,0.07,0.04,16,21,7,2,1,21.0,50.0,2/4,16,Champions Tour Hong Kong & Taiwan Stage 3: Challengers 3,All Stages,All Match Types,,,,0.7619047619047619,1.0952380952380951,1,0.21,0.5
MaxxyBoyy,Clutch Jeans,"omen, viper",43,0.74,148.0,104.0,0.49,0.23,0.05,0.14,21,32,10,2,6,18.0,0.0,0/6,12,Champions Tour Hong Kong & Taiwan Stage 3: Challengers 3,All Stages,All Match Types,,,,0.65625,0.96875,-4,0.18,0.0
MikoQQ,Phoenix,phoenix,65,0.97,245.0,166.0,0.88,0.26,0.12,0.12,57,52,17,8,8,31.0,0.0,0/6,33,Champions Tour Hong Kong & Taiwan Stage 3: Challengers 3,All Stages,All Match Types,,,,1.0961538461538465,1.4230769230769231,0,0.31,0.0
N1d,Built Different,sage,17,0.6,135.0,95.0,0.47,0.06,0.06,0.06,8,15,1,1,1,12.0,0.0,0/1,8,Champions Tour Hong Kong & Taiwan Stage 3: Challengers 3,All Stages,All Match Types,,,,0.5333333333333333,0.6,0,0.12,0.0
